key,x,y
Quebec,12/31/2003,9.2
Quebec,12/31/2004,8.5
Quebec,12/31/2005,8.3
Quebec,12/31/2006,8.1
Quebec,12/31/2007,7.2
Quebec,12/31/2008,7.2
Quebec,12/31/2009,8.4
Quebec,12/31/2010,8
Quebec,12/31/2011,7.8
Ontario,12/31/1992,10.8
Ontario,12/31/1993,10.9
Ontario,12/31/1994,9.6
Ontario,12/31/1995,8.8
Ontario,12/31/1996,9
Ontario,12/31/1997,8.4
Ontario,12/31/1998,7.2
Ontario,12/31/1999,6.4
Ontario,12/31/2000,5.7
Ontario,12/31/2001,6.3
Ontario,12/31/2002,7.2
Ontario,12/31/2003,6.9
Ontario,12/31/2004,6.8
Ontario,12/31/2005,6.6
Ontario,12/31/2006,6.3
Ontario,12/31/2007,6.4
Ontario,12/31/2008,6.5
Ontario,12/31/2009,9
Ontario,12/31/2010,8.7
Ontario,12/31/2011,7.8
Manitoba,12/31/1992,9.3
Manitoba,12/31/1993,9.3
Manitoba,12/31/1994,8.8
Manitoba,12/31/1995,7.3
Manitoba,12/31/1996,7.2
Manitoba,12/31/1997,6.5
Manitoba,12/31/1998,5.5
Manitoba,12/31/1999,5.6
Manitoba,12/31/2000,5
Manitoba,12/31/2001,5.1
Manitoba,12/31/2002,5.1
Manitoba,12/31/2003,5
Manitoba,12/31/2004,5.3
Manitoba,12/31/2005,4.7
Manitoba,12/31/2006,4.3
Manitoba,12/31/2007,4.4
Manitoba,12/31/2008,4.2
Manitoba,12/31/2009,5.2
Manitoba,12/31/2010,5.4
Manitoba,12/31/2011,5.4
Saskatchewan,12/31/1992,8
Saskatchewan,12/31/1993,8.3
Saskatchewan,12/31/1994,6.9
Saskatchewan,12/31/1995,6.7
Saskatchewan,12/31/1996,6.6
Saskatchewan,12/31/1997,5.9
Saskatchewan,12/31/1998,5.8
Saskatchewan,12/31/1999,6
Saskatchewan,12/31/2000,5.1
Saskatchewan,12/31/2001,5.8
Saskatchewan,12/31/2002,5.7
Saskatchewan,12/31/2003,5.6
Saskatchewan,12/31/2004,5.3
Saskatchewan,12/31/2005,5.1
Saskatchewan,12/31/2006,4.7
Saskatchewan,12/31/2007,4.2
Saskatchewan,12/31/2008,4.1
Saskatchewan,12/31/2009,4.8
Saskatchewan,12/31/2010,5.2
Saskatchewan,12/31/2011,5
Alberta,12/31/1992,9.5
Alberta,12/31/1993,9.6
Alberta,12/31/1994,8.8
Alberta,12/31/1995,7.8
Alberta,12/31/1996,6.9
Alberta,12/31/1997,5.9
Alberta,12/31/1998,5.6
Alberta,12/31/1999,5.7
Alberta,12/31/2000,5
Alberta,12/31/2001,4.7
Alberta,12/31/2002,5.3
Alberta,12/31/2003,5.1
Alberta,12/31/2004,4.7
Alberta,12/31/2005,4
Alberta,12/31/2006,3.4
Alberta,12/31/2007,3.5
Alberta,12/31/2008,3.6
Alberta,12/31/2009,6.6
Alberta,12/31/2010,6.5
Alberta,12/31/2011,5.4
British Columbia,12/31/1992,10.2
British Columbia,12/31/1993,9.7
British Columbia,12/31/1994,9.2
British Columbia,12/31/1995,8.5
British Columbia,12/31/1996,8.7
British Columbia,12/31/1997,8.5
British Columbia,12/31/1998,8.8
British Columbia,12/31/1999,8.2
British Columbia,12/31/2000,7.2
British Columbia,12/31/2001,7.8
British Columbia,12/31/2002,8.5
British Columbia,12/31/2003,8
British Columbia,12/31/2004,7.2
British Columbia,12/31/2005,5.8
British Columbia,12/31/2006,4.8
British Columbia,12/31/2007,4.3
British Columbia,12/31/2008,4.6
British Columbia,12/31/2009,7.7
British Columbia,12/31/2010,7.6
British Columbia,12/31/2011,7.5
Canada,09/30/1992,10.9
Canada,12/31/1992,11.1
Canada,03/31/1993,12.1
Canada,06/30/1993,11.7
Canada,09/30/1993,11.1
Canada,12/31/1993,10.7
Canada,03/31/1994,12
Canada,06/30/1994,10.7
Canada,09/30/1994,9.8
Canada,12/31/1994,9.2
Canada,03/31/1995,10.5
Canada,06/30/1995,9.6
Canada,09/30/1995,9.2
Canada,12/31/1995,8.8
Canada,03/31/1996,10.3
Canada,06/30/1996,9.5
Canada,09/30/1996,9.4
Canada,12/31/1996,9.3
Canada,03/31/1997,10.2
Canada,06/30/1997,9.4
Canada,09/30/1997,8.7
Canada,12/31/1997,8.2
Canada,03/31/1998,9.2
Canada,06/30/1998,8.3
Canada,09/30/1998,8
Canada,12/31/1998,7.6
Canada,03/31/1999,8.5
Canada,06/30/1999,8
Canada,09/30/1999,7.4
Canada,12/31/1999,6.5
Canada,03/31/2000,7.3
Canada,06/30/2000,6.7
Canada,09/30/2000,6.8
Canada,12/31/2000,6.4
Canada,03/31/2001,7.5
Canada,06/30/2001,7.1
Canada,09/30/2001,7.1
Canada,12/31/2001,7.2
Canada,03/31/2002,8.5
Canada,06/30/2002,7.7
Canada,09/30/2002,7.5
Canada,12/31/2002,7
Canada,03/31/2003,8
Canada,06/30/2003,7.7
Canada,09/30/2003,7.7
Canada,12/31/2003,7
Canada,03/31/2004,7.8
Canada,06/30/2004,7.2
Canada,09/30/2004,7.1
Canada,12/31/2004,6.7
Canada,03/31/2005,7.4
Canada,06/30/2005,6.8
Canada,09/30/2005,6.7
Canada,12/31/2005,6.1
Canada,03/31/2006,6.9
Canada,06/30/2006,6.2
Canada,09/30/2006,6.5
Canada,12/31/2006,5.8
Canada,03/31/2007,6.6
Canada,06/30/2007,6
Canada,09/30/2007,6
Canada,12/31/2007,5.5
Canada,03/31/2008,6.3
Canada,06/30/2008,6
Canada,09/30/2008,6.2
Canada,12/31/2008,6
Canada,03/31/2009,8.3
Canada,06/30/2009,8.4
Canada,09/30/2009,8.5
Canada,12/31/2009,7.8
Canada,03/31/2010,8.7
Canada,06/30/2010,8.1
Canada,09/30/2010,8.1
Canada,12/31/2010,7.1
Canada,03/31/2011,8.1
Canada,06/30/2011,7.5
Canada,09/30/2011,7.4
Canada,12/31/2011,6.9
Canada,03/31/2012,7.8
Canada,06/30/2012,7.2
