key,x,y
Prince Edward Island,1997,46.67630058
Prince Edward Island,1998,47.68786127
Prince Edward Island,1999,47.44318182
Prince Edward Island,2000,47.89915966
Prince Edward Island,2001,47.57952974
Prince Edward Island,2002,48.29931973
Prince Edward Island,2003,48.38274933
Prince Edward Island,2004,48.59813084
Prince Edward Island,2005,48.2260184
Prince Edward Island,2006,48.50065189
Prince Edward Island,2007,48.82506527
Prince Edward Island,2008,49.16559692
Prince Edward Island,2009,48.46153846
Prince Edward Island,2010,48.17610063
Prince Edward Island,2011,48.6453202
Prince Edward Island,2012,48.90243902
Nova Scotia,1976,36.73780488
Nova Scotia,1977,37.48121431
Nova Scotia,1978,38.30409357
Nova Scotia,1979,38.35460993
Nova Scotia,1980,39.44877506
Nova Scotia,1981,40.78947368
Nova Scotia,1982,40.90168387
Nova Scotia,1983,41.43351985
Nova Scotia,1984,41.91402252
Nova Scotia,1985,42.17687075
Nova Scotia,1986,42.786439
Nova Scotia,1987,43.17569223
Nova Scotia,1988,43.31730769
Nova Scotia,1989,44.03496338
Nova Scotia,1990,44.64534075
Nova Scotia,1991,44.91916859
Nova Scotia,1992,45.50164861
Nova Scotia,1993,45.87520449
Nova Scotia,1994,45.92523798
Nova Scotia,1995,45.38443562
Nova Scotia,1996,45.82655196
Nova Scotia,1997,46.26350885
Nova Scotia,1998,46.23558671
Nova Scotia,1999,46.64128974
Nova Scotia,2000,47.06142289
Nova Scotia,2001,47.44842562
Nova Scotia,2002,47.75353017
Nova Scotia,2003,47.69230769
Nova Scotia,2004,47.79822204
Nova Scotia,2005,48.20576644
Nova Scotia,2006,48.70509607
Nova Scotia,2007,49.02403945
Nova Scotia,2008,49.10093993
Nova Scotia,2009,49.2555332
Nova Scotia,2010,49.19807538
Nova Scotia,2011,49.39589207
Nova Scotia,2012,49.62030376
New Brunswick,1976,36.13251156
New Brunswick,1977,36.1564755
New Brunswick,1978,37.35821442
New Brunswick,1979,37.90523691
New Brunswick,1980,38.9219461
New Brunswick,1981,39.77350721
New Brunswick,1982,40.06920415
New Brunswick,1983,40.67050457
New Brunswick,1984,40.93038822
New Brunswick,1985,41.6126943
New Brunswick,1986,42.05371248
New Brunswick,1987,42.81733746
New Brunswick,1988,43.4202547
New Brunswick,1989,44.16469194
New Brunswick,1990,44.33382138
New Brunswick,1991,44.32288587
New Brunswick,1992,45.09229417
New Brunswick,1993,45.16317016
New Brunswick,1994,44.34680726
New Brunswick,1995,45.56451613
New Brunswick,1996,45.57803468
New Brunswick,1997,45.28036066
New Brunswick,1998,45.98499583
New Brunswick,1999,45.93103448
New Brunswick,2000,46.30836048
New Brunswick,2001,46.55913978
New Brunswick,2002,47.1406086
New Brunswick,2003,47.2980063
New Brunswick,2004,47.94201398
New Brunswick,2005,47.92914822
New Brunswick,2006,48.07191245
New Brunswick,2007,48.35534836
New Brunswick,2008,48.3953133
New Brunswick,2009,48.42719432
New Brunswick,2010,48.22929936
New Brunswick,2011,48.68961973
New Brunswick,2012,48.56923863
Quebec,1976,35.76018668
Quebec,1977,36.71107994
Quebec,1978,37.54455717
Quebec,1979,37.98699122
Quebec,1980,38.51704323
Quebec,1981,39.50961538
Quebec,1982,39.75891839
Quebec,1983,40.2596572
Quebec,1984,40.74062421
Quebec,1985,41.40461216
Quebec,1986,41.93939762
Quebec,1987,42.09697078
Quebec,1988,42.39851965
Quebec,1989,42.92730845
Quebec,1990,43.32173218
Quebec,1991,43.76370731
Quebec,1992,43.83797759
Quebec,1993,44.08506741
Quebec,1994,43.97575002
Quebec,1995,44.40396509
Quebec,1996,44.3994032
Quebec,1997,44.5808684
Quebec,1998,44.81609955
Quebec,1999,44.8441247
Quebec,2000,45.1637205
Quebec,2001,45.3552492
Quebec,2002,45.58635176
Quebec,2003,46.18472888
Quebec,2004,46.34656572
Quebec,2005,46.33741389
Quebec,2006,46.50648585
Quebec,2007,47.08330309
Quebec,2008,47.20648354
Quebec,2009,47.33111323
Quebec,2010,47.23998495
Quebec,2011,47.32138691
Quebec,2012,47.32773187
Ontario,1976,39.20963493
Ontario,1977,39.64124902
Ontario,1978,40.10453621
Ontario,1979,40.83221109
Ontario,1980,41.54668217
Ontario,1981,41.97571167
Ontario,1982,42.50950407
Ontario,1983,42.92400126
Ontario,1984,43.16469544
Ontario,1985,43.51123539
Ontario,1986,43.59896263
Ontario,1987,44.01948749
Ontario,1988,44.71181691
Ontario,1989,44.82367988
Ontario,1990,45.09998735
Ontario,1991,45.52338369
Ontario,1992,45.41590551
Ontario,1993,45.51637052
Ontario,1994,45.63101546
Ontario,1995,45.77839008
Ontario,1996,46.01810433
Ontario,1997,45.90121362
Ontario,1998,46.16772173
Ontario,1999,46.24678022
Ontario,2000,46.41207268
Ontario,2001,46.46608454
Ontario,2002,46.60331737
Ontario,2003,46.78482606
Ontario,2004,46.8261827
Ontario,2005,46.89199291
Ontario,2006,47.23126089
Ontario,2007,47.57878226
Ontario,2008,47.56470291
Ontario,2009,47.75789459
Ontario,2010,47.9382583
Ontario,2011,47.79161017
Ontario,2012,47.70972653
Manitoba,1976,38.38893766
Manitoba,1977,39.08268734
Manitoba,1978,39.39840135
Manitoba,1979,39.86697152
Manitoba,1980,40.51953365
Manitoba,1981,41.41252006
Manitoba,1982,42.15023847
Manitoba,1983,42.68033262
Manitoba,1984,42.67990074
Manitoba,1985,43.16126601
Manitoba,1986,43.66353071
Manitoba,1987,44.14727972
Manitoba,1988,44.28649535
Manitoba,1989,44.70312218
Manitoba,1990,44.77100613
Manitoba,1991,44.9594229
Manitoba,1992,45.31760436
Manitoba,1993,45.39236861
Manitoba,1994,44.84990113
Manitoba,1995,45.53779853
Manitoba,1996,45.33237771
Manitoba,1997,45.5549617
Manitoba,1998,45.52199258
Manitoba,1999,45.72225126
Manitoba,2000,45.96316061
Manitoba,2001,45.92973436
Manitoba,2002,46.33901705
Manitoba,2003,46.28951747
Manitoba,2004,46.6132199
Manitoba,2005,46.47010647
Manitoba,2006,46.60273082
Manitoba,2007,46.3761175
Manitoba,2008,46.44094488
Manitoba,2009,46.38516672
Manitoba,2010,46.66361277
Manitoba,2011,46.65252954
Manitoba,2012,46.40817553
Saskatchewan,1976,35.62987176
Saskatchewan,1977,35.67110036
Saskatchewan,1978,36.26710713
Saskatchewan,1979,37.25535344
Saskatchewan,1980,37.43496946
Saskatchewan,1981,38.15643696
Saskatchewan,1982,39.28493569
Saskatchewan,1983,40.10989011
Saskatchewan,1984,40.57249533
Saskatchewan,1985,41.42191614
Saskatchewan,1986,42.26475279
Saskatchewan,1987,42.52758275
Saskatchewan,1988,43.2032032
Saskatchewan,1989,43.19935039
Saskatchewan,1990,43.63487515
Saskatchewan,1991,44.36950746
Saskatchewan,1992,44.67953985
Saskatchewan,1993,44.87834799
Saskatchewan,1994,44.59016393
Saskatchewan,1995,44.61413154
Saskatchewan,1996,44.81199918
Saskatchewan,1997,44.74377152
Saskatchewan,1998,44.91559486
Saskatchewan,1999,45.41816727
Saskatchewan,2000,45.39434076
Saskatchewan,2001,45.43593942
Saskatchewan,2002,45.54395825
Saskatchewan,2003,46.30434783
Saskatchewan,2004,46.31847634
Saskatchewan,2005,46.21271586
Saskatchewan,2006,46.61246612
Saskatchewan,2007,46.40075973
Saskatchewan,2008,46.43592142
Saskatchewan,2009,46.59945005
Saskatchewan,2010,46.32911392
Saskatchewan,2011,46.1065944
Saskatchewan,2012,45.88506563
Alberta,1976,37.86516854
Alberta,1977,37.92010146
Alberta,1978,38.28815411
Alberta,1979,38.72886081
Alberta,1980,39.46634112
Alberta,1981,39.80827037
Alberta,1982,40.3012287
Alberta,1983,41.08320251
Alberta,1984,42.10362291
Alberta,1985,42.54092691
Alberta,1986,42.99292829
Alberta,1987,43.54544071
Alberta,1988,43.97622093
Alberta,1989,44.13946588
Alberta,1990,44.21183164
Alberta,1991,44.42935754
Alberta,1992,44.55053398
Alberta,1993,44.87691984
Alberta,1994,45.25547445
Alberta,1995,45.05672609
Alberta,1996,44.95163641
Alberta,1997,44.93748785
Alberta,1998,45.0319109
Alberta,1999,45.17409896
Alberta,2000,44.89795918
Alberta,2001,45.15318054
Alberta,2002,45.10136089
Alberta,2003,45.18266966
Alberta,2004,45.30973451
Alberta,2005,44.96001684
Alberta,2006,45.10781943
Alberta,2007,44.84763335
Alberta,2008,44.45956728
Alberta,2009,44.86227103
Alberta,2010,44.89871599
Alberta,2011,44.76796678
Alberta,2012,44.85910805
British Columbia,1976,37.86139639
British Columbia,1977,37.81031726
British Columbia,1978,38.48387097
British Columbia,1979,39.22527558
British Columbia,1980,39.72885352
British Columbia,1981,40.3460452
British Columbia,1982,41.04990188
British Columbia,1983,41.23262088
British Columbia,1984,41.73265975
British Columbia,1985,42.56915143
British Columbia,1986,42.68492433
British Columbia,1987,42.92826142
British Columbia,1988,43.39504628
British Columbia,1989,43.53040439
British Columbia,1990,44.41573693
British Columbia,1991,44.49394562
British Columbia,1992,44.84387154
British Columbia,1993,44.84251542
British Columbia,1994,45.02710592
British Columbia,1995,45.12276385
British Columbia,1996,45.07779848
British Columbia,1997,45.64874975
British Columbia,1998,45.98547311
British Columbia,1999,46.23546512
British Columbia,2000,46.38942308
British Columbia,2001,46.41707118
British Columbia,2002,46.7694326
British Columbia,2003,46.99383114
British Columbia,2004,47.0244348
British Columbia,2005,46.90285406
British Columbia,2006,47.27224341
British Columbia,2007,46.81025199
British Columbia,2008,46.87960274
British Columbia,2009,47.35702988
British Columbia,2010,47.34924469
British Columbia,2011,47.60374288
British Columbia,2012,47.92851668
